gas_used,gas_price,label
149661,1000000000,1
364987,1500000000,1
124777,25542205892,1
113408,0,1
116667,11030228210,1
111882,7012811133,1
21000,492133037526,1
1062872,10875167594,1
344967,8471214020,1
375010,7296219154,1
243871,5235864369,1
250725,3512895525,1
41536,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
129271,1500000000,1
167910,1000000000,1
376402,31935055325,1
100580,31935055325,1
137693,146612972617,1
110445,22945772607,1
117441,17666431232,1
120868,11880970737,1
669100,2911992181,1
105905,1506288426,1
191600,1071833648,1
30428,1594534467,1
45038,1101995138,1
60402,1101995138,1
292134,1101995138,1
85932,0,1
102688,7112620395,1
75967,341051702205,1
88116,0,1
330129,1500000000,1
79571,246514318697,1
45521,24122004837,1
197199,0,1
171103,2000000000,1
187594,59537215199,1
207505,18800687041,1
112747,479875399064,1
158495,449866699493,1
273466,123936906737,1
209622,1790927762,1
27938,1372790976,1
142751,1126320921,1
127223,1000000000,1
424220,2000000000,1
89918,203860285657,1
132041,1000000000,1
119362,1500000000,1
94792,64462654516,1
211588,0,1
202442,2895401146,1
207441,45208931307,1
21000,146277928219,1
116245,139365100000,1
72559,1116584767,1
55459,1116584767,1
516553,1106605576,1
72088,1106605576,1
21000,22272826640,1
47988,21558074471,1
21000,13772826640,1
189049,4964066194,1
120474,21429401080,1
193024,20000000000,1
145899,0,1
180022,1500000000,1
187594,20098277639,1
141071,4137085860,1
151338,2181379645,1
69310,1218512726,1
35204,1000000001,1
60311,1103341882,1
165502,306487657103,1
489369,0,1
204795,2000000000,1
239931,260767075877,1
291907,51947102791,1
114148,28573275303,1
110644,13274666296,1
122292,13161892259,1
94515,80767023232,1
31652,80666825570,1
33910,88733508130,1
32244,19760000000,1
111771,217839042487,1
101006,151672587080,1
88737,0,1
545875,2143604401,1
80192,627272281133,1
116607,61459916529,1
129808,1500000001,1
271597,17774149941,1
261523,5234439954,1
71777,1735338993,1
100652,0,1
251888,1980000000,1
94099,1292825261189,1
123850,230577818662,1
103618,168355297786,1
21000,20000000000,1
148898,0,1
265008,5000000000,1
135715,29595436626,1
120474,7377085187,1
257056,6243240759,1
101006,3176311000,1
46458,1450741901,1
177384,1132044203,1
27938,1624097277,1
35204,2163406129,1
185784,2163406129,1
60311,1951507053,1
206284,1745722078,1
195591,2143604401,1
209371,850759315,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
41124,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
121293,88377841780,1
121250,42445474362,1
266946,24461778867,1
113579,10347167803,1
375965,112031876209,1
605464,19046197867,1
366769,5000000000,1
35204,1898902328,1
21000,183309874791,1
156370,17910468759,1
121502,18151621926,1
490802,6031441577,1
122510,5069713521,1
103995,1500000000,1
154133,648161268528,1
154086,298137140105,1
112685,464694868672,1
123891,328826364368,1
151070,64918866712,1
110064,62025104355,1
118834,32812156463,1
123894,29252928845,1
227269,28433803982,1
298660,25332617593,1
1264913,16581762764,1
131129,11746576463,1
116300,37615105761,1
301214,1500000000,1
324366,23970353889,1
123638,9604256416,1
99310,4000000000,1
245295,4046233146,1
21000,1620670890,1
47421,1620670890,1
30404,1318163605,1
30416,1148113063,1
135210,0,1
115950,1500000000,1
116790,123390615639,1
30392,1153849139,1
123816,435763500721,1
123871,168651619297,1
127155,151600711299,1
121236,87859892251,1
140457,63620669935,1
113189,41793981172,1
96168,0,1
345239,6050000000,1
94299,207040451992,1
118051,35581164618,1
21000,0,1
103074,0,1
88543,1500000000,1
71409,91821340646,1
102496,40000000000,1
168571,13747959681,1
159557,602462992666,1
123891,543555517408,1
121246,169834990784,1
164094,836144951,1
215825,187443603286,1
110006,48740547555,1
141023,41488221243,1
124402,45905776252,1
135100,40199710123,1
113614,37816147294,1
101006,25347465547,1
165279,106444852672,1
272530,90996339000,1
112841,193420216097,1
153842,145074935743,1
107366,0,1
171573,2000000000,1
133207,253771359810,1
98371,35500000000,1
88280,3020000000,1
88280,3020000000,1
88280,3020000000,1
88280,3020000000,1
112849,186982774824,1
27603,40420044591,1
46109,24935160801,1
21000,21497993421,1
46109,12935160801,1
21000,10935160801,1
400364,4179891894,1
21000,40512251702,1
223898,4849686523,1
103618,193321239934,1
151703,0,1
183325,2000000000,1
134139,298636360453,1
118768,30906131395,1
99310,19760000001,1
32244,19760000000,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
39439,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
113848,1000000000,1
138148,1000000000,1
128493,33069455209,1
121911,1500000000,1
118383,65576438228,1
110334,15201162294,1
123025,5317945447,1
48897,1354307963,1
200580,1163747380,1
165537,475075592544,1
85340,0,1
256507,2000000000,1
75575,817460648322,1
103702,46273547668,1
115325,52707646687,1
120474,36398353668,1
117944,39747054331,1
21000,0,1
272576,33417245011,1
705901,2598674039,1
535785,2598674039,1
355711,102956421431,1
317998,7457872052,1
143204,286942940238,1
166965,1500000000,1
123733,602107325809,1
118821,85286559846,1
129426,48348296990,1
111753,212388967893,1
316422,0,1
249665,1500000000,1
267501,660331447870,1
141764,75651572153,1
21000,13840019864,1
124044,12145571464,1
30416,1622518067,1
172972,1622518067,1
112817,58026552067,1
54146,1408152059,1
60311,1189060689,1
21000,0,1
118813,113079834349,1
118900,73039003495,1
118086,46837610416,1
21000,0,1
193566,3922303795,1
110274,12820587100,1
236103,8084138580,1
27938,1177452148,1
179429,1618856927,1
136093,8632323117,1
245481,8147270053,1
240123,5855171978,1
101903,2000000000,1
111723,1500000000,1
60311,1163845111,1
60311,1354535441,1
205274,1163845111,1
143177,929084563383,1
182336,1500000000,1
289565,95525505766,1
146414,35842272499,1
120204,30960266819,1
171619,23901450701,1
270580,9835614512,1
193595,1960000000,1
217377,1834766261,1
45038,1324426211,1
27938,1922112423,1
143173,463630378633,1
112737,216097705953,1
153332,135184005644,1
109983,56363105984,1
113188,26734299001,1
124375,58486623889,1
486167,7118419551,1
27938,1162929164,1
21000,63051322675,1
114810,18743974765,1
21000,12754737943,1
229923,7500000000,1
65625,7160000000,1
105355,2532614650,1
123902,143594324970,1
146519,45477085162,1
153986,43332965818,1
116300,38325450558,1
158527,293253565569,1
860212,118813386056,1
44821,29857097481,1
103618,29097732692,1
183191,28149288677,1
118930,18843258294,1
156771,17305783222,1
228630,2567837970,1
69834,1775042659,1
237288,9003807299,1
201387,9003691050,1
206825,13194643488,1
337482,7826292815,1
123894,228414208983,1
489171,56483147314,1
276968,2004597037,1
102054,2001601507,1
102494,2001312436,1
90346,2001264053,1
90785,2000948984,1
121222,177053721707,1
153902,149354979835,1
109958,111754197916,1
148621,6000000000,1
145776,1000000000,1
164686,177944293320,1
148853,153914698616,1
119024,42465184672,1
133505,20275944721,1
139603,1178761572,1
196020,93183133714,1
286054,37773730852,1
399905,5437191014,1
1236748,2327086076,1
537744,1486888961,1
236914,1302723831,1
27938,1000000000,1
46702,1486888961,1
182030,1302723831,1
40411,1543210710,1
206001,1543210710,1
202886,1302723831,1
21000,72372976066,1
114366,2000000000,1
21000,23226678203,1
46097,23226678203,1
21000,17629169919,1
21000,11496678203,1
21000,6382000000,1
65625,6382000000,1
54237,6250000000,1
189471,6000000000,1
485852,4030006073,1
146465,5142406554,1
109808,112302099503,1
421554,1000000000,1
515270,109506618222,1
121437,1000000000,1
104863,47014714433,1
128717,343421855754,1
121217,94073815013,1
123968,67935711333,1
109078,52901042658,1
120320,44198522377,1
101975,2146687073,1
236811,51799310303,1
113164,31059428299,1
123847,226872140676,1
153818,204775670714,1
142107,160097494974,1
133761,349344442700,1
292184,43491075470,1
369559,620,1
135945,9002767067,1
109734,27186811902,1
21000,4000000000,1
32128,14147194311,1
47095,14147194311,1
203801,2054967238,1
21000,0,1
21000,0,1
165619,84262295968,1
38304,99654136925,1
40149,99654136925,1
47280,40494136925,1
49696,36534136925,1
27603,28230307592,1
46097,28154136925,1
213271,27654136925,1
116387,27212338456,1
165573,126513958569,1
323492,20468279370,1
357897,12678680382,1
122071,4791877639,1
221771,9001318387,1
127321,1754070569,1
187328,1000000001,1
178911,1500000000,1
186486,4228980155095,1
97131,1100000000,1
122812,2000000000,1
31015,2000132726100,1
103594,230907255701,1
255765,3922303795,1
184063,2202000000,1
146441,1918361614389,1
116011,16824208951,1
87242,0,1
548466,2000000000,1
78198,3247773926255,1
245541,40000000000,1
121840,35311775590,1
136326,24992770885,1
198817,7300075457,1
127133,1000000000,1
102247,5000000000,1
89816,330321788509,1
146780,50842335378,1
123917,216743330122,1
209343,0,1
165370,2000000000,1
192219,450261104917,1
109351,16275797263,1
21000,0,1
118770,34512791445,1
235993,33094673628,1
158189,30727215935,1
121298,24804632043,1
104971,24541577866,1
156080,16219530897,1
110335,8873081783,1
46581,54962929928,1
87365,50179830991,1
194001,40000000000,1
156082,36914732156,1
212047,3000000314,1
36330,3000000000,1
216274,9001134259,1
270313,9000926827,1
86037,0,1
270041,2000000000,1
77392,346299245910,1
89713,9999,1
320760,1500000000,1
79702,271234270877,1
124903,0,1
212171,1500000000,1
123316,108677205184,1
180309,267011577477,1
112085,0,1
277849,2000000000,1
108856,164002660172,1
152096,4000000000,1
21000,52328389285,1
47280,35728389285,1
136089,16739394089,1
34533,16529590874,1
21000,16328389285,1
21000,16328389285,1
63209,6625563324,1
21000,6220036101,1
21000,5400131346,1
226101,4019773562,1
239523,84704672778,1
161640,25918596068,1
172170,1000000000,1
229470,72263022701,1
149401,12332180673,1
269585,7248175148,1
46663,2500000000,1
136119,1858237276,1
136123,1520718651,1
125767,174505611572,1
154064,157140828997,1
159817,114775722273,1
190570,1010000000,1
168178,123442756792,1
51729,1000000000,1
101399,59785878559,1
128725,44678324148,1
162646,38004590942,1
129021,32220596270,1
139685,30941441761,1
110028,26789997440,1
105495,20000000000,1
154104,20000000000,1
115127,19953029212,1
189108,19943386143,1
134508,19623922431,1
119887,14770955197,1
211091,11232581328,1
34685,8185982707,1
223584,10492470850,1
153808,56930492569,1
21000,48735647421,1
103618,28294772421,1
114056,0,1
100977,5000000000,1
104294,74930154736,1
165484,20000000000,1
286035,19044418747,1
113601,11321623301,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
38793,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
129613,414036643986,1
154092,226572930900,1
136081,90504896313,1
121247,55288737094,1
118922,9124892450,1
104428,5541128469,1
321680,4422987581,1
153810,170215232228,1
121265,63148987952,1
109983,37908556536,1
159271,14150246805,1
246167,8679783125,1
183169,6812485613,1
21000,10,1
49689,8010028152,1
274808,5483482174,1
123792,109202612752,1
177857,44857422935,1
257626,43960614278,1
130175,22300580232,1
121233,19948463400,1
307976,16911285759,1
296729,13077657110,1
159489,807892812020,1
123852,766778938103,1
128327,239822171580,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
46812,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
165524,110408965525,1
185180,1000000000,1
123866,48253470874,1
298354,34541980193,1
110009,32932774967,1
113188,25037973007,1
113510,2387315397,1
156745,22478858866,1
21000,0,1
21000,0,1
123856,272277775340,1
123823,166376956862,1
118823,115716165300,1
118754,73622738191,1
121204,64827589273,1
122608,23815704038,1
101988,2039957872,1
232304,29248979912,1
108695,12751439760,1
142281,373723085668,1
116300,42393474634,1
264210,19818146676,1
116882,9873414947,1
419511,6416565500,1
118868,7378146367,1
98404,2017871137,1
205868,1553633333,1
69834,1546316715,1
135990,87438856357,1
154242,16126806494,1
199325,7629909264,1
420725,1610066403,1
21000,65956074104,1
21000,29958755820,1
139842,20000000000,1
130488,20643124271,1
174842,12777412159,1
101606,4797607096,1
296912,3663949104,1
128512,1127056054,1
272654,3235687643,1
112829,362918425930,1
112773,277423209568,1
98348,9436956887,1
113155,3131442668,1
196039,11933696278187,1
120866,5720438664752,1
120810,3407815026995,1
107008,1355840309999,1
148658,2577219461369,1
123856,525258568090,1
175404,2669266602,1
366416,109629013639,1
159897,399725794543,1
112871,476856053490,1
343503,18319048320,1
112891,628358786055,1
223616,142632103217,1
308526,97992910511,1
460927,2000000000,1
264025,51256752173,1
34685,46174126569,1
284427,22470460881,1
189058,4003899904,1
253878,3922303795,1
104890,15615666107,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
281377,55811169657,1
218965,9003765170,1
129403,38099302477,1
262319,13415957159,1
314427,12652956732,1
240193,2424402000,1
148727,7863425887,1
144194,1000000000,1
160729,505918320264,1
143843,0,1
182893,1500000000,1
129774,249551067134,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
21000,0,1
41124,0,1
21000,0,1
21000,0,1
21000,4299047421,1
21000,385959066095,1
119007,45000000000,1
130805,1000000000,1
109384,31236207357,1
272576,30261721274,1
359948,21381663015,1
254120,7057474466,1
21000,82565385794,1
63209,35527419796,1
194283,35000000000,1
228725,120,1
170809,9004357313,1
106563,155614698771,1
98818,21176582661,1
154143,274317353546,1
226189,1500000000,1
134129,467475028345,1
85732,0,1
97825,1500000000,1
75967,361669524928,1
133805,56892812675,1
60353,10468868181,1
165663,42663240827,1
30416,1829727759,1
216509,1436917673,1
187738,1436917673,1
118190,11463405971,1
111302,1099999932,1
258740,1500000000,1
31015,101051636237,1
202601,4671825809,1
21000,2000000000,1
66410,2000000000,1
161938,85390140719,1
140580,27494690272,1
281322,11063630076,1
123813,516259216330,1
115503,90936975800,1
21000,0,1
202127,17586613817,1
104908,19146724642,1
250000,15791177543,0
250000,15791177543,0
250000,15791177543,0
250000,15791177543,0
250000,13884326491,0
250000,13884326491,0
250000,13884326491,0
250000,13884326491,0
250000,13884326491,0
250000,13884326491,0
250000,13884326491,0
250000,13884326491,0
250000,13884326491,0
62383,19216860362,0
57308,18645298264,0
82809,12967947396,0
93850,1000000000000,0
93836,1000000000000,0
21040,12000000000,0
140000,15122253846,0
140000,15122253846,0
150000,11671152656,0
120000,11671152656,0
52294,11613314908,0
70000,11296328602,0
21000,10810000000,0
21000,10810000000,0
21000,10810000000,0
21000,10810000000,0
140000,14183036166,0
81697,10174357916,0
21000,10000000000,0
21000,10000000000,0
21000,9989661538,0
101171,9844429090,0
21000,9844429090,0
400000,9844429090,0
90000,9844429090,0
587218,9844429090,0
617593,9800673988,0
118111,18057810388,0
61507,17909770474,0
46091,20188858180,0
141741,17909770474,0
46157,17909770474,0
46185,20188858180,0
159819,20188858180,0
147096,17909770474,0
46157,20188858180,0
46274,17790596528,0
147108,20188858180,0
46035,20188858180,0
302085,18057810388,0
21000,17790596528,0
87051,20188858180,0
152456,20188858180,0
173227,17790596528,0
200000,43059380000,0
130023,17790596528,0
148373,17909770474,0
147096,20188858180,0
147123,17790596528,0
46035,20188858180,0
100000,9000000000,0
21000,9000000000,0
21000,9000000000,0
21000,9000000000,0
50000,9000000000,0
113249,50000000000,0
27300,50000000000,0
59136,14060000000,0
100000,102000000000,0
21000,12000000000,0
47229,8839569700,0
21000,33421340027,0
21000,33421340027,0
97380,8839569700,0
45233,50000000000,0
21000,10000000000,0
46109,8722356449,0
21000,8645298264,0
46109,8645298264,0
237358,91570997727,0
21000,11901595070,0
99226,12594960283,0
289004,11901595070,0
133344,11901595070,0
65048,13439979272,0
272616,13439979272,0
46119,11901595070,0
219631,13439979272,0
192817,13439979272,0
21000,13439979272,0
21000,13439979272,0
46160,13439979272,0
120689,12594960283,0
1639748,9000000000,0
46769,13439979272,0
495480,13439979272,0
21000,12594960283,0
21000,13439979272,0
46691,11821152657,0
99226,12594960283,0
21000,13439979272,0
110638,13439979272,0
21000,13439979272,0
159797,12971603958,0
116996,12971603958,0
289161,13439979272,0
180988,13439979272,0
61646,13439979272,0
21000,13439979272,0
85040,13439979272,0
21000,11821152657,0
227691,12672000000,0
164782,11901595070,0
280824,11821152657,0
46169,13439979272,0
3000000,8234770677,0
55212,8049999999,0
4760627,8000000000,0
51239,8000000000,0
51183,8000000000,0
72766,8000000000,0
21000,8000000000,0
46551,8000000000,0
200000,8000000000,0
78589,8000000000,0
34370,8000000000,0
92419,8000000000,0
138901,8000000000,0
21064,8000000000,0
163131,8000000000,0
21000,8000000000,0
21000,8000000000,0
46157,8000000000,0
67000,8000000000,0
21000,8000000000,0
100000,8000000000,0
210000,8000000000,0
21000,8000000000,0
170000,8000000000,0
189668,8000000000,0
70000,8000000000,0
170000,8000000000,0
21000,8000000000,0
50000,8000000000,0
189622,8000000000,0
315340,8000000000,0
191752,8000000000,0
63185,8000000000,0
189612,8000000000,0
21000,8000000000,0
21000,8000000000,0
50000,8000000000,0
75000,8000000000,0
21000,8000000000,0
21000,8000000000,0
189278,8022591416,0
798141,9540000000,0
152620,8130000000,0
900000,9207483641,0
237027,8000000000,0
313360,8000000000,0
313360,8000000000,0
313360,8000000000,0
2547790,8037062882,0
4009855,8115032614,0
100000,22699243763,0
100000,22699243763,0
100000,22699243763,0
76956,16409770474,0
46188,9844429090,0
21000,10587593845,0
85285,9844429090,0
2724876,7722356449,0
21000,7700000000,0
21000,9120451529,0
21000,9723631493,0
53000,7639234077,0
21000,7639234077,0
167026,7639234077,0
63209,7639234077,0
89818,7639234077,0
200380,7532956271,0
445012,7528587113,0
21000,7293264924,0
261667,7293264924,0
307008,7293264923,0
171921,7202453686,0
21000,7000000000,0
99244,7000000000,0
55663,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
21000,7000000000,0
